loan_amnt,term,int_rate,installment,annual_inc,dti,fico_score,revol_bal,revol_util,total_acc,home_ownership,purpose,emp_length,loan_status
9007, 60 months,21.9,248.25,15000.0,28.92,660,20063,90.4,2,OWN,moving,1 year,1
31523, 36 months,26.38,1276.47,38905.36,21.25,705,20236,0.3,14,RENT,debt_consolidation,5 years,0
24325, 36 months,12.98,819.37,22565.87,29.22,716,31262,63.0,26,MORTGAGE,medical,,0
22204, 36 months,16.82,789.65,110416.29,3.77,635,16707,41.2,21,RENT,small_business,8 years,0
16524, 36 months,5.82,501.35,134244.08,,792,36467,50.5,24,RENT,vacation,6 years,0
20282, 36 months,5.66,613.9,15000.0,11.65,673,5181,74.4,25,MORTGAGE,car,7 years,0
24930, 36 months,10.9,815.0,82414.52,38.9,707,31562,22.7,31,MORTGAGE,credit_card,7 years,0
1077, 36 months,7.77,33.64,93079.79,34.28,796,41321,20.5,35,MORTGAGE,home_improvement,5 years,0
21611, 60 months,11.35,473.66,59599.99,29.33,778,18484,70.3,11,OWN,home_improvement,,0
17984, 36 months,9.48,575.91,69765.72,37.35,599,29073,52.1,2,OTHER,small_business,6 years,0
15060, 36 months,6.14,459.11,66811.67,13.87,634,12968,23.4,13,OWN,credit_card,< 1 year,0
18449, 60 months,25.96,551.93,82595.05,36.04,825,42852,48.4,30,MORTGAGE,credit_card,2 years,0
19520, 60 months,5.69,374.57,25451.24,13.01,830,13280,46.0,12,RENT,other,8 years,0
10510, 60 months,22.06,290.63,100739.84,29.31,639,2754,69.1,18,MORTGAGE,debt_consolidation,7 years,0
30287, 36 months,8.92,961.99,55581.62,29.46,742,17856,0.3,21,MORTGAGE,debt_consolidation,4 years,0
29173, 36 months,26.03,1175.86,53615.87,0.73,781,43386,58.7,39,RENT,debt_consolidation,< 1 year,0
12954, 36 months,25.59,519.1,68869.93,14.44,806,31365,60.6,7,RENT,major_purchase,1 year,0
8804, 60 months,20.21,234.28,22869.03,0.78,708,15817,74.6,21,MORTGAGE,vacation,9 years,0
7565, 36 months,20.63,283.58,19301.43,39.88,624,29604,88.9,11,MORTGAGE,other,9 years,0
6984, 36 months,5.62,211.27,45587.13,4.89,776,1803,44.0,11,RENT,car,8 years,0
22526, 36 months,27.66,927.62,123762.95,21.71,745,8272,34.3,32,OWN,medical,9 years,0
38438, 36 months,25.25,1533.38,24071.18,31.62,826,31450,10.2,27,MORTGAGE,small_business,7 years,0
19574, 36 months,25.64,784.9,54452.97,8.05,805,15668,33.7,18,RENT,vacation,8 years,0
10184, 36 months,20.33,380.19,31888.15,19.4,839,39674,6.8,15,RENT,moving,1 year,0
20096, 36 months,13.26,679.63,29419.5,24.3,776,27117,80.3,6,MORTGAGE,debt_consolidation,2 years,0
3192, 36 months,25.61,127.95,66200.88,6.41,686,21739,80.7,4,RENT,medical,2 years,0
35016, 60 months,12.06,779.97,77313.61,31.14,848,44699,41.7,21,RENT,vacation,< 1 year,0
12246, 60 months,18.16,312.03,30560.67,11.97,811,2988,26.0,16,RENT,moving,1 year,0
19381, 60 months,7.74,390.57,112684.84,8.44,680,7204,11.8,4,MORTGAGE,credit_card,9 years,0
37455, 60 months,26.24,1126.75,63164.78,22.33,739,13028,85.1,4,RENT,other,,0
27727, 36 months,8.67,877.46,42403.8,16.41,674,8516,87.7,24,RENT,major_purchase,6 years,0
5018, 36 months,10.56,163.24,60385.89,36.81,786,31864,26.6,10,RENT,major_purchase,5 years,0
12302, 36 months,18.06,445.12,166343.22,35.2,814,35129,62.2,12,RENT,medical,1 year,1
2970, 36 months,22.69,114.49,77042.96,19.33,733,32515,25.9,14,RENT,moving,7 years,0
28202, 36 months,19.44,1040.06,32234.15,14.37,679,16486,,9,RENT,car,3 years,0
32110, 36 months,10.72,1046.99,48473.64,13.02,817,14774,2.1,23,RENT,vacation,10+ years,0
18586, 36 months,5.52,561.39,53037.86,10.7,686,37680,57.7,39,RENT,major_purchase,1 year,0
25519, 36 months,22.54,981.73,73072.99,21.78,709,746,15.0,28,RENT,credit_card,3 years,0
32273, 36 months,27.67,1329.18,56597.98,32.2,622,14373,1.2,27,MORTGAGE,credit_card,7 years,0
22951, 36 months,23.72,897.06,152847.25,12.43,642,37676,10.5,24,MORTGAGE,major_purchase,< 1 year,1
16374, 60 months,15.85,396.88,42786.94,7.6,652,3691,31.4,32,MORTGAGE,major_purchase,10+ years,0
6788, 36 months,25.83,272.88,17362.3,19.02,765,44445,66.9,30,MORTGAGE,major_purchase,8 years,0
6408, 36 months,14.72,221.26,55754.71,,696,25823,20.3,2,OTHER,small_business,7 years,0
26053, 36 months,17.31,932.88,37621.27,28.05,584,35832,88.8,11,RENT,car,7 years,0
10446, 36 months,16.24,368.49,19882.23,20.73,655,1719,28.8,5,OWN,major_purchase,,0
1922, 36 months,15.57,67.16,32140.93,19.85,662,21535,33.1,32,MORTGAGE,home_improvement,8 years,1
34187, 36 months,22.94,1322.3,39536.01,12.02,639,27881,21.8,5,RENT,vacation,6 years,1
11789, 36 months,17.35,422.37,97137.48,,686,6026,25.4,30,MORTGAGE,other,10+ years,0
33184, 36 months,12.63,1112.2,20131.7,3.62,696,43496,7.4,10,MORTGAGE,car,8 years,0
2120, 60 months,11.31,46.42,60468.1,34.79,661,14073,29.5,16,MORTGAGE,vacation,< 1 year,0
33154, 60 months,6.35,646.37,185774.41,15.07,720,40505,86.0,4,MORTGAGE,medical,< 1 year,1
18334, 36 months,18.62,668.53,44138.29,35.22,801,21836,68.8,16,RENT,home_improvement,3 years,0
3336, 36 months,10.67,108.7,43367.07,29.15,649,7184,87.5,12,RENT,moving,1 year,0
39141, 60 months,8.83,809.28,75498.34,4.17,591,1789,10.5,7,RENT,small_business,7 years,0
3243, 36 months,20.21,120.87,67057.72,33.26,684,30353,45.6,8,RENT,medical,< 1 year,0
20029, 36 months,20.83,752.85,114753.01,27.29,786,26340,22.9,5,MORTGAGE,medical,3 years,1
33265, 36 months,22.42,1277.64,44344.03,1.29,644,47343,,22,RENT,car,10+ years,0
38380, 60 months,16.83,950.34,,5.35,642,27933,97.0,2,MORTGAGE,moving,10+ years,0
24710, 36 months,25.62,990.59,75422.47,25.43,757,31065,81.5,24,RENT,major_purchase,8 years,0
30486, 36 months,26.57,1237.58,40081.35,26.5,587,13686,3.5,14,RENT,major_purchase,,0
7371, 60 months,23.67,210.64,45780.43,29.87,738,14351,31.7,29,MORTGAGE,credit_card,5 years,0
7359, 36 months,19.8,272.74,48692.51,28.81,590,29258,2.9,30,MORTGAGE,credit_card,3 years,0
36996, 36 months,12.33,1234.64,23327.31,26.38,674,33027,4.0,19,OWN,other,3 years,1
21103, 60 months,27.62,652.23,38823.96,30.65,734,18302,8.0,24,MORTGAGE,medical,5 years,0
15382, 36 months,11.67,508.48,120294.56,23.0,785,21902,27.6,29,RENT,car,9 years,0
19755, 36 months,10.06,637.99,91366.12,10.43,694,47002,30.4,10,MORTGAGE,home_improvement,,0
36659, 36 months,15.45,1278.89,34614.86,36.5,666,24559,40.0,7,OWN,debt_consolidation,8 years,0
4756, 36 months,6.78,146.37,48559.97,0.73,776,48034,40.5,17,RENT,other,7 years,0
21609, 36 months,27.52,888.23,87801.51,14.66,677,26362,77.1,38,RENT,small_business,7 years,0
17478, 36 months,18.74,638.38,63961.93,29.15,598,7252,14.1,2,MORTGAGE,small_business,4 years,0
36442, 36 months,18.03,1318.01,79217.03,17.09,595,99,15.8,23,RENT,vacation,5 years,0
11147, 60 months,20.26,296.94,67540.11,0.99,624,3905,62.7,24,MORTGAGE,medical,< 1 year,1
34561, 36 months,16.68,1226.7,55784.25,2.64,734,15090,57.2,22,MORTGAGE,vacation,< 1 year,0
35884, 36 months,6.22,1095.24,44376.46,25.95,810,35110,15.4,32,RENT,moving,8 years,0
6779, 36 months,19.28,249.45,23931.12,38.59,736,8091,85.2,39,RENT,major_purchase,3 years,0
13298, 60 months,21.61,364.33,74260.98,22.07,692,5024,32.9,29,MORTGAGE,major_purchase,2 years,0
15153, 36 months,14.88,524.39,42913.8,20.27,623,11441,36.7,28,MORTGAGE,major_purchase,4 years,0
11789, 36 months,22.54,453.53,18238.1,12.73,689,46523,42.0,14,RENT,major_purchase,8 years,1
13999, 36 months,10.61,455.73,35334.13,10.27,690,16711,32.3,33,OWN,other,8 years,0
1814, 36 months,10.48,58.94,81746.14,0.84,802,42311,55.7,8,MORTGAGE,small_business,2 years,0
11541, 36 months,9.13,367.7,15526.47,10.92,844,27387,38.9,34,RENT,debt_consolidation,6 years,0
25938, 60 months,13.87,601.79,26430.8,17.96,850,2289,25.9,14,MORTGAGE,credit_card,2 years,0
3443, 36 months,24.56,136.09,53224.82,7.92,791,11354,90.4,33,MORTGAGE,vacation,2 years,0
11457, 36 months,24.13,450.27,113940.45,3.49,837,11291,30.8,8,RENT,small_business,3 years,0
11380, 36 months,14.11,389.55,89320.44,28.71,826,31386,69.8,13,MORTGAGE,small_business,1 year,0
8783, 60 months,18.76,226.68,120690.03,35.78,634,28278,34.7,16,MORTGAGE,moving,5 years,1
18368, 36 months,21.72,698.82,55529.47,37.47,651,9702,43.5,22,RENT,other,4 years,1
16328, 36 months,10.93,534.02,43238.72,24.72,792,32987,23.6,13,RENT,major_purchase,9 years,0
27215, 36 months,9.28,868.98,81306.72,2.11,750,29530,75.2,14,MORTGAGE,vacation,9 years,0
34595, 36 months,27.37,1419.22,28577.63,29.63,825,39175,73.7,3,RENT,credit_card,1 year,0
28306, 36 months,19.4,1043.32,27270.75,4.4,720,43128,2.2,30,MORTGAGE,home_improvement,9 years,0
20915, 36 months,27.58,860.38,24512.69,26.79,683,15405,6.0,30,OWN,moving,1 year,0
38219, 36 months,13.1,1289.59,94214.63,31.17,684,46359,92.2,37,MORTGAGE,car,1 year,0
16343, 36 months,21.32,618.41,29710.38,29.03,819,27762,88.9,39,MORTGAGE,vacation,3 years,0
39727, 36 months,10.51,1291.41,89354.07,38.08,601,3239,50.6,8,RENT,major_purchase,2 years,0
1126, 36 months,11.38,37.07,53587.45,29.53,657,40310,49.3,31,OWN,home_improvement,8 years,0
28632, 36 months,17.02,1021.09,94944.12,27.73,774,12567,81.2,24,OWN,debt_consolidation,4 years,0
21530, 60 months,12.69,486.46,25254.78,10.47,600,20201,13.8,29,MORTGAGE,credit_card,< 1 year,0
4368, 60 months,9.27,91.25,33681.05,36.99,739,6857,65.4,24,MORTGAGE,other,1 year,1
4797, 60 months,11.41,105.28,64369.39,7.18,811,67,47.6,37,MORTGAGE,other,6 years,0
14718, 60 months,6.3,286.6,37851.43,36.2,623,9863,74.3,30,RENT,major_purchase,7 years,1
35560, 36 months,21.35,1346.12,15000.0,12.51,759,23609,3.0,5,OWN,vacation,5 years,0
12053, 60 months,16.57,296.77,21517.98,,680,32270,59.3,21,RENT,credit_card,6 years,0
23116, 36 months,7.62,720.33,25135.74,33.07,694,2012,55.7,6,RENT,credit_card,1 year,0
37244, 36 months,9.36,1190.6,26278.66,0.1,792,26022,,12,RENT,major_purchase,5 years,0
37185, 36 months,7.81,1161.99,73796.75,33.28,597,19453,67.7,3,RENT,credit_card,5 years,0
2645, 36 months,19.28,97.33,60007.76,10.49,606,24050,88.0,25,MORTGAGE,moving,3 years,0
20256, 60 months,7.62,407.04,,35.39,728,290,88.7,34,RENT,major_purchase,10+ years,1
36840, 36 months,22.47,1415.91,163603.55,27.66,716,39080,40.8,23,MORTGAGE,major_purchase,3 years,0
35622, 36 months,5.96,1083.04,99223.95,26.65,768,3679,13.7,7,OWN,medical,1 year,0
38430, 60 months,11.11,837.67,79307.78,14.61,769,37419,63.0,25,MORTGAGE,other,2 years,0
3708, 36 months,25.54,148.49,19987.06,,778,352,87.4,30,MORTGAGE,credit_card,9 years,0
12694, 36 months,21.67,482.63,50803.67,33.2,681,18210,7.5,33,MORTGAGE,car,5 years,0
10524, 60 months,7.14,209.08,58642.68,6.84,670,37146,55.8,31,OWN,debt_consolidation,3 years,0
32880, 36 months,23.98,1289.63,38210.42,14.89,803,32192,11.5,4,MORTGAGE,moving,2 years,0
37980, 36 months,16.59,1346.35,136465.6,24.01,584,28412,2.7,26,RENT,debt_consolidation,< 1 year,0
33409, 36 months,24.55,1320.4,50550.21,19.29,594,36166,68.0,29,OWN,medical,10+ years,0
14224, 36 months,19.02,521.54,23458.56,7.95,584,3006,68.2,16,OTHER,other,10+ years,0
26150, 60 months,20.84,705.09,26945.55,5.62,809,1004,60.1,18,MORTGAGE,home_improvement,10+ years,0
35393, 36 months,27.85,1461.11,192799.37,4.93,693,47580,85.9,3,RENT,debt_consolidation,2 years,0
8973, 36 months,10.73,292.62,,34.52,583,5967,8.1,28,MORTGAGE,car,< 1 year,1
9577, 36 months,19.54,353.67,15000.0,1.26,763,6428,10.5,37,RENT,car,3 years,0
9070, 36 months,15.86,318.25,34214.11,39.08,792,34846,86.5,15,MORTGAGE,other,3 years,0
9666, 60 months,6.39,188.63,16383.47,7.94,826,18879,50.3,33,MORTGAGE,credit_card,10+ years,0
37368, 36 months,5.83,1133.93,84998.3,4.41,613,2261,27.3,13,RENT,other,< 1 year,0
7783, 36 months,8.18,244.54,15170.21,23.08,775,28340,73.8,24,MORTGAGE,medical,6 years,0
5971, 36 months,20.1,222.21,21134.81,3.2,706,1737,89.4,17,RENT,other,4 years,0
14490, 36 months,18.26,525.74,49138.26,24.1,721,32323,69.0,3,MORTGAGE,home_improvement,< 1 year,0
2990, 60 months,17.95,75.85,95380.37,34.03,715,35864,79.2,8,MORTGAGE,moving,4 years,0
6299, 36 months,6.22,192.26,47020.53,1.92,707,7927,28.2,22,RENT,debt_consolidation,6 years,0
20956, 36 months,16.06,737.37,23049.81,31.99,753,35212,28.9,32,MORTGAGE,vacation,5 years,0
23359, 36 months,26.3,944.89,54695.56,15.78,797,16720,86.4,24,RENT,major_purchase,9 years,0
38148, 60 months,14.45,896.56,37024.0,6.38,693,19367,61.5,26,RENT,credit_card,4 years,0
29734, 36 months,19.56,1098.37,96724.43,7.04,591,41927,23.4,36,MORTGAGE,small_business,7 years,1
5757, 60 months,23.05,162.46,81868.76,36.75,823,41631,52.4,36,RENT,credit_card,8 years,0
20097, 36 months,23.14,779.42,35514.78,4.42,631,13056,68.6,8,OWN,small_business,< 1 year,0
11395, 60 months,17.18,284.3,78265.62,34.67,765,10862,21.9,6,MORTGAGE,vacation,5 years,0
17241, 36 months,24.8,683.68,57684.01,21.77,812,10798,65.5,33,RENT,credit_card,1 year,0
39356, 36 months,14.31,1351.03,111311.26,1.56,581,40955,4.2,6,MORTGAGE,debt_consolidation,7 years,0
28696, 36 months,25.5,1148.55,76290.89,18.58,580,35738,30.4,26,MORTGAGE,medical,4 years,0
5944, 36 months,10.91,194.35,68063.57,32.7,818,36037,67.4,32,MORTGAGE,car,< 1 year,0
20816, 60 months,11.8,460.94,108746.6,29.05,634,16862,14.9,21,MORTGAGE,credit_card,4 years,0
38011, 60 months,6.7,747.29,49475.99,19.55,799,17227,22.2,23,OWN,other,9 years,0
25917, 36 months,23.4,1008.65,30826.8,34.4,683,34393,87.9,39,MORTGAGE,car,4 years,0
32195, 36 months,14.88,1114.16,55298.65,4.81,589,18264,67.4,14,MORTGAGE,other,1 year,0
22566, 36 months,10.66,735.15,39606.61,36.4,683,24685,49.9,3,MORTGAGE,vacation,3 years,0
10916, 60 months,10.72,235.82,,33.86,777,25981,21.1,23,OWN,debt_consolidation,5 years,0
21806, 36 months,25.78,876.02,50877.01,28.33,593,3480,34.1,10,MORTGAGE,moving,< 1 year,0
10984, 36 months,24.26,432.43,62427.56,32.72,747,41310,57.4,3,MORTGAGE,medical,10+ years,0
2759, 36 months,17.95,99.68,23802.15,21.75,609,15860,15.5,33,MORTGAGE,home_improvement,8 years,0
27838, 36 months,19.36,1025.5,66500.98,27.01,593,3042,48.2,9,OWN,moving,6 years,0
3482, 36 months,16.17,122.71,22671.55,22.42,817,6564,40.9,17,RENT,home_improvement,5 years,0
25442, 36 months,14.31,873.38,87295.67,14.22,641,20012,47.7,34,RENT,medical,< 1 year,0
34719, 36 months,26.1,1400.7,87373.96,22.75,689,43001,10.6,12,MORTGAGE,small_business,7 years,0
28965, 60 months,8.33,591.89,60401.7,10.3,739,24686,10.6,33,MORTGAGE,home_improvement,7 years,0
3079, 36 months,14.92,106.61,59044.82,17.61,634,28880,96.4,9,MORTGAGE,credit_card,3 years,0
3717, 36 months,13.25,125.69,42864.8,11.23,828,26341,97.9,33,OWN,small_business,3 years,0
28952, 36 months,16.71,1028.04,34134.46,4.92,835,17585,42.6,22,RENT,moving,< 1 year,0
21908, 60 months,15.8,530.43,48582.2,12.87,601,43938,78.9,26,RENT,medical,8 years,0
25861, 36 months,17.18,924.33,161072.68,34.08,682,46841,65.6,21,OWN,vacation,7 years,0
8311, 36 months,8.65,262.94,56251.69,15.24,843,27048,11.7,2,RENT,vacation,9 years,0
29071, 36 months,17.05,1037.18,21862.99,29.92,815,43335,29.7,22,OTHER,vacation,6 years,0
24570, 36 months,10.95,803.81,17588.22,7.01,812,32778,31.4,8,RENT,moving,1 year,0
19449, 36 months,9.65,624.37,20684.82,16.98,747,15611,59.6,26,MORTGAGE,debt_consolidation,6 years,0
34536, 60 months,6.96,683.2,39082.97,4.59,812,29527,58.0,10,RENT,other,3 years,0
39258, 60 months,22.66,1099.05,104765.46,5.54,584,29930,92.4,23,RENT,other,2 years,1
29865, 36 months,15.12,1037.04,26526.77,24.7,624,48775,79.0,3,RENT,moving,10+ years,1
7645, 36 months,19.6,282.56,115041.46,24.3,625,42549,85.7,20,MORTGAGE,car,9 years,1
39000, 60 months,21.87,1074.26,54593.44,8.53,743,24704,,7,OWN,home_improvement,3 years,0
27737, 36 months,20.78,1041.86,65517.08,18.98,748,40673,80.1,6,RENT,debt_consolidation,9 years,0
12485, 60 months,16.09,304.21,64448.63,34.53,743,36371,33.3,11,RENT,home_improvement,5 years,1
39565, 36 months,14.23,1356.66,69870.53,6.97,835,33057,,2,MORTGAGE,small_business,6 years,0
26522, 60 months,13.96,616.57,38299.06,0.77,645,38456,57.2,27,MORTGAGE,medical,1 year,0
13342, 60 months,19.9,352.74,15000.0,26.08,839,7393,69.0,27,RENT,vacation,6 years,0
14087, 60 months,16.63,347.3,34440.41,2.14,667,9868,38.7,19,MORTGAGE,major_purchase,9 years,0
38641, 36 months,24.61,1528.4,28775.3,39.2,819,46204,84.8,22,RENT,major_purchase,1 year,1
35249, 36 months,25.18,1404.85,59061.67,24.38,638,40373,96.1,13,MORTGAGE,home_improvement,10+ years,0
11093, 60 months,9.34,232.11,55912.51,18.82,749,26420,56.9,39,RENT,home_improvement,1 year,0
17438, 36 months,8.57,551.04,41629.83,17.2,837,44595,45.7,15,MORTGAGE,vacation,< 1 year,0
27399, 36 months,19.68,1013.78,140549.5,22.92,625,19077,84.3,33,OWN,home_improvement,10+ years,0
20846, 60 months,12.28,466.66,33375.01,3.62,581,29336,,36,MORTGAGE,home_improvement,6 years,0
16708, 60 months,5.92,322.39,15000.0,37.2,708,12985,12.9,18,OWN,vacation,< 1 year,0
11998, 60 months,25.49,355.61,52663.3,25.03,848,12014,,11,RENT,other,2 years,0
31678, 36 months,10.61,1031.26,100059.17,7.36,596,8374,73.2,36,RENT,small_business,10+ years,1
11682, 60 months,26.41,352.61,58238.19,22.5,766,49502,41.6,17,RENT,debt_consolidation,7 years,0
9519, 60 months,21.64,260.96,39577.53,5.33,695,19970,88.9,7,MORTGAGE,credit_card,< 1 year,0
32480, 36 months,22.66,1251.54,56628.55,0.7,838,22299,35.1,5,MORTGAGE,home_improvement,5 years,0
20694, 36 months,10.03,668.03,147759.9,25.22,828,25977,63.4,10,RENT,credit_card,1 year,0
4300, 36 months,10.77,140.31,28996.29,25.94,777,27331,63.4,30,OWN,moving,8 years,0
7722, 36 months,17.23,276.2,49937.32,23.35,806,5584,18.4,8,RENT,home_improvement,1 year,0
25160, 60 months,9.37,526.81,73274.33,7.34,756,12965,28.5,17,RENT,major_purchase,5 years,0
21059, 36 months,12.37,703.19,57087.04,24.14,822,19233,91.6,7,RENT,debt_consolidation,3 years,0
36822, 60 months,12.73,832.73,42246.63,2.26,614,20819,18.3,4,RENT,debt_consolidation,8 years,0
14575, 60 months,9.09,303.19,37956.82,24.37,714,28782,17.4,15,RENT,medical,< 1 year,0
8970, 36 months,10.12,289.94,41310.97,22.16,589,39172,48.0,15,MORTGAGE,vacation,< 1 year,0
35911, 60 months,23.24,1017.31,67455.23,26.21,762,44927,9.2,10,OTHER,vacation,9 years,0
22591, 36 months,9.26,721.12,65138.0,35.82,781,13499,89.5,37,MORTGAGE,medical,2 years,1
32821, 60 months,6.14,636.66,172272.22,34.01,598,20311,10.0,24,MORTGAGE,credit_card,10+ years,0
10503, 36 months,19.66,388.51,19495.25,39.23,602,22898,61.7,16,MORTGAGE,medical,5 years,1
19922, 60 months,27.46,613.81,140750.49,39.05,674,23824,34.0,8,RENT,vacation,2 years,0
13175, 36 months,12.95,443.6,43360.94,30.89,643,14110,80.4,21,MORTGAGE,medical,6 years,0
22389, 36 months,8.17,703.35,46427.53,38.26,799,47707,59.0,20,MORTGAGE,credit_card,8 years,0
1822, 60 months,18.33,46.59,82062.78,34.69,675,22976,38.8,7,OWN,medical,9 years,1
18327, 36 months,25.89,737.33,81751.96,29.1,844,5825,98.4,2,MORTGAGE,other,1 year,0
7150, 36 months,23.14,277.3,98122.39,3.02,736,3488,6.6,8,MORTGAGE,car,3 years,0
5425, 36 months,19.51,200.26,,1.96,786,1895,57.8,36,OWN,home_improvement,2 years,0
17032, 60 months,12.59,383.97,47863.16,33.5,825,2908,99.0,26,RENT,major_purchase,5 years,0
3198, 36 months,17.69,115.12,112710.57,19.59,778,1411,69.1,39,MORTGAGE,home_improvement,4 years,0
21079, 36 months,7.55,656.17,33607.56,32.58,662,5457,74.0,24,RENT,medical,2 years,0
37220, 36 months,20.78,1398.07,40815.69,12.52,712,11574,3.2,26,RENT,home_improvement,8 years,0
14859, 36 months,21.81,566.01,43949.26,15.91,684,42903,2.1,39,MORTGAGE,moving,7 years,0
32419, 36 months,27.21,1327.17,,28.01,816,38216,3.6,12,OWN,major_purchase,2 years,0
9705, 36 months,11.36,319.39,50813.32,36.61,648,27694,99.2,35,MORTGAGE,debt_consolidation,9 years,0
24236, 36 months,5.92,736.43,83939.77,3.51,763,8847,98.0,32,MORTGAGE,other,4 years,0
23419, 36 months,17.78,844.07,72461.28,34.46,697,22676,33.5,39,RENT,small_business,4 years,1
20978, 36 months,21.4,794.66,33931.17,31.72,759,41309,29.1,13,MORTGAGE,credit_card,4 years,0
38609, 60 months,23.28,1094.63,32295.64,12.62,850,14658,14.6,10,RENT,small_business,7 years,0
16358, 36 months,9.86,526.75,29342.49,14.21,669,23392,32.9,14,MORTGAGE,moving,2 years,0
35177, 36 months,11.39,1158.16,51703.21,1.86,667,17527,37.0,21,MORTGAGE,medical,2 years,0
30378, 36 months,17.03,1083.51,18986.7,0.63,662,29676,74.8,22,MORTGAGE,car,7 years,1
38334, 36 months,12.94,1290.52,28728.35,19.08,599,16781,86.6,23,MORTGAGE,home_improvement,8 years,0
12382, 60 months,24.86,362.41,37223.94,3.82,686,645,74.7,2,RENT,moving,4 years,0
15596, 36 months,16.16,549.54,92339.07,7.76,677,31940,64.6,18,MORTGAGE,home_improvement,9 years,0
34572, 36 months,23.49,1347.12,45283.49,33.87,811,12700,76.6,5,MORTGAGE,major_purchase,7 years,0
14221, 36 months,18.56,518.13,89636.28,22.84,636,23990,73.8,7,RENT,home_improvement,4 years,0
2279, 36 months,22.89,88.09,54860.28,25.35,728,20516,47.6,20,MORTGAGE,vacation,3 years,0
8083, 36 months,12.99,272.31,36879.85,7.5,814,18618,33.6,31,MORTGAGE,medical,1 year,0
18771, 36 months,24.21,738.51,37801.91,33.15,716,10964,28.3,24,RENT,major_purchase,10+ years,1
30975, 36 months,11.68,1024.09,24351.9,34.72,846,31853,67.9,33,MORTGAGE,major_purchase,3 years,0
20063, 60 months,17.79,507.18,207297.28,20.93,808,31190,95.9,30,MORTGAGE,debt_consolidation,1 year,0
3106, 36 months,10.32,100.69,95445.2,36.5,781,1962,58.1,9,RENT,vacation,6 years,0
25557, 36 months,16.2,901.03,70420.19,33.79,811,49961,91.3,22,OWN,credit_card,6 years,1
21607, 60 months,12.66,487.87,22426.85,29.25,598,39241,1.4,18,MORTGAGE,medical,8 years,1
38599, 60 months,11.5,848.89,37384.98,29.36,595,40251,79.4,18,OWN,medical,3 years,0
29529, 36 months,27.26,1209.65,27304.31,4.22,635,4415,85.4,22,MORTGAGE,credit_card,,0
36954, 60 months,9.1,768.9,52920.23,10.83,693,48616,63.1,16,MORTGAGE,car,10+ years,0
28856, 60 months,23.21,816.95,28102.55,2.67,647,31545,93.4,28,MORTGAGE,car,3 years,0
3573, 36 months,27.64,147.1,32788.26,0.35,657,8705,59.0,26,RENT,vacation,3 years,0
